title,authors,publisher,publishedDate,description,genre,pageCount,averageRating,review_count,price,currency,language,popularity_score
Annual Report of the Superintendent of Common Schools,New York (N.Y.). Superintendent of Schools,Unknown,1912,Unknown,Education,498.0,0.0,0.0,0.0,Unknown,en,0.0
Children's Books in Print,,Unknown,1985,Unknown,Children's literature,1034.0,0.0,0.0,0.0,Unknown,en,0.0
The Record of the Presbyterian Church in the United States of America,Presbyterian Church in the U.S.A.,Unknown,1873,Unknown,,1372.0,0.0,0.0,0.0,Unknown,en,0.0
A.L.A. Booklist,,Unknown,1915,Unknown,Best books,564.0,0.0,0.0,0.0,Unknown,en,0.0
MultiCultural Review,,Unknown,2002,Unknown,Books,1046.0,0.0,0.0,0.0,Unknown,en,0.0
Outers' Book-recreation,,Unknown,1920,Unknown,Fishing,564.0,0.0,0.0,0.0,Unknown,en,0.0
The Reading Teacher,,Unknown,1980,Unknown,Reading,1048.0,0.0,0.0,0.0,Unknown,en,0.0
The Southern Workman,,Unknown,1917,The May or June issue of 1900-1939 includes the report of the institute's president for 1900-1939.,African Americans,750.0,0.0,0.0,0.0,Unknown,en,0.0
Home Mission Monthly,,Unknown,1908,Unknown,,28.0,0.0,0.0,0.0,Unknown,en,0.0
The Scrap Book,,Unknown,1908,Unknown,,1154.0,0.0,0.0,0.0,Unknown,en,0.0
Children's Books Suggested as Holidays Gifts,New York Public Library. Circulation Department,Unknown,1939,Unknown,Children's literature,568.0,0.0,0.0,0.0,Unknown,en,0.0
The Booklist,,Unknown,1915,Unknown,Best books,834.0,0.0,0.0,0.0,Unknown,en,0.0
The Booklist and Subscription Books Bulletin,,Unknown,1969-03,Unknown,Books,0.0,0.0,0.0,0.0,Unknown,en,0.0
The Pennsylvania School Journal,"Thomas Henry Burrowes, James Pyle Wickersham, Elnathan Elisha Higbee, David Jewett Waller, Nathan C. Schaeffer, John Piersol McCaskey, Thomas Edward Finegan, James Herbert Kelley",Unknown,1904,Unknown,Education,1170.0,0.0,0.0,0.0,Unknown,en,0.0
Documentary History of Education in Upper Canada: 1865-1867,Ontario. Department of Education,Unknown,1907,Unknown,Education,344.0,0.0,0.0,0.0,Unknown,en,0.0
Halcyon,,Unknown,1990,Unknown,,472.0,0.0,0.0,0.0,Unknown,en,0.0
The Volume Library,Henry Woldmar Ruoff,Unknown,1911,Unknown,Encyclopedias and dictionaries,890.0,0.0,0.0,0.0,Unknown,en,0.0
The Journal of Educational Research,,Unknown,1924,Unknown,Education,480.0,0.0,0.0,0.0,Unknown,en,0.0
Special Method in Geography for Third and Fourth Grades,Charles Alexander McMurry,Unknown,1895,Unknown,Geography,216.0,0.0,0.0,0.0,Unknown,en,0.0
Success Magazine,,Unknown,1926,Unknown,Success,1452.0,0.0,0.0,0.0,Unknown,en,0.0
"Finding List of Books in the Classes of Biography, History and Travels, Belonging to the Indianapolis Public Library",Indianapolis Public Library,Unknown,1904,Unknown,Biography,256.0,0.0,0.0,0.0,Unknown,en,0.0
And It Is Still That Way,Byrd Baylor,Turtleback Books,1999-09,"A collection of traditional tales from the Indians of Arizona, arranged in the categories Why Animals Are the Way They Are, Why Our World Is Like It Is, Great Troubles and Great Heroes, People Can Turn Into Anything, Brother Coyote, and Th",Folklore,0.0,0.0,0.0,0.0,Unknown,en,0.0
Report,Calcutta University Commission,Unknown,1919,Unknown,Education,604.0,0.0,0.0,0.0,Unknown,en,0.0
University of Iowa Extension Bulletin,,Unknown,1926,Unknown,University extension,124.0,0.0,0.0,0.0,Unknown,en,0.0
Ontario Library Review and Book Selection Guide,,Unknown,1918,Unknown,Best books,260.0,0.0,0.0,0.0,Unknown,en,0.0
The School Arts Magazine,Pedro Joseph Lemos,Unknown,1928,Unknown,Art,1006.0,0.0,0.0,0.0,Unknown,en,0.0
Unesco Handbook of International Exchanges,Unesco,Unknown,1965,Unknown,Cultural relations,866.0,0.0,0.0,0.0,Unknown,en,0.0
Madras Christian College Magazine,,Unknown,1912,Unknown,Christian universities and colleges,702.0,0.0,0.0,0.0,Unknown,en,0.0
The Christian Advocate,,Unknown,1907,Unknown,Methodist Church,2196.0,0.0,0.0,0.0,Unknown,en,0.0
Action in Teacher Education,,Unknown,1992,Unknown,Teachers,360.0,0.0,0.0,0.0,Unknown,en,0.0
Christian Register and Boston Observer...,,Unknown,1918,Unknown,Unitarianism,1264.0,0.0,0.0,0.0,Unknown,en,0.0
Journal of Education,,Unknown,1919,Unknown,Education,1450.0,0.0,0.0,0.0,Unknown,en,0.0
"Education for Library and Information Services, Australia",,Unknown,1992,Unknown,,316.0,0.0,0.0,0.0,Unknown,en,0.0
Journal of the National Education Association,,Unknown,1929,Unknown,Education,470.0,0.0,0.0,0.0,Unknown,en,0.0
The Journal of the National Education Association,National Education Association of the United States,Unknown,1929,Unknown,Education,478.0,0.0,0.0,0.0,Unknown,en,0.0
"Reference Books Bulletin, 1994-1995",Sandy Whiteley,Unknown,1996,"Arranged by broad subject and indexed by narrow subject, by format and by title, this annual publication offers an overview of the reference materials published during 1994.",Language Arts & Disciplines,176.0,0.0,0.0,0.0,Unknown,en,0.0
Native Directions,,Unknown,1998,Unknown,Indians of North America,282.0,0.0,0.0,0.0,Unknown,en,0.0
"Meeting of Planning for Book Development in Asia, [Tokyo] 24-29 May 1976",,Unknown,1976,Unknown,Book industries and trade,86.0,0.0,0.0,0.0,Unknown,en,0.0
Baltimore Bulletin of Education,,Unknown,1924,Unknown,Education,770.0,0.0,0.0,0.0,Unknown,en,0.0
Western Journal of Education,,Unknown,1931,Unknown,Education,240.0,0.0,0.0,0.0,Unknown,en,0.0
Social Studies & the Young Learner,,Unknown,2005,Unknown,Social sciences,340.0,0.0,0.0,0.0,Unknown,en,0.0
Herald and Presbyter,,Unknown,1905,Unknown,,880.0,0.0,0.0,0.0,Unknown,en,0.0
American Education,,Unknown,1906,Unknown,Education,740.0,0.0,0.0,0.0,Unknown,en,0.0
Children's Books,Library of Congress. Children's Book Section,Unknown,1966,Unknown,Children's literature,116.0,0.0,0.0,0.0,Unknown,en,0.0
A Catalogue of the Most Important Books Available for Free Circulation Among Subscribers to 'The Times',"The Times, London. Book club",Unknown,1905,Unknown,Best books,1064.0,0.0,0.0,0.0,Unknown,en,0.0
Bulletin of the Center for Children's Books,,Unknown,2000,Unknown,Children's literature,436.0,0.0,0.0,0.0,Unknown,en,0.0
The World Book Encyclopedia Annual for ...,,Unknown,1933,Unknown,Encyclopedias and dictionaries,164.0,0.0,0.0,0.0,Unknown,en,0.0
"The Elementary School Library Collection, Phases 1-2-3",,Unknown,1976,Unknown,Children's literature,824.0,0.0,0.0,0.0,Unknown,en,0.0
Outlook,"Alfred Emanuel Smith, Francis Walton",Unknown,1884,Unknown,,644.0,0.0,0.0,0.0,Unknown,en,0.0
Outlook and Independent,,Unknown,1913,Unknown,,1074.0,0.0,0.0,0.0,Unknown,en,0.0
Annual Report of the Board of Regents of the Smithsonian Institution,Smithsonian Institution. Board of Regents,Unknown,1957,"Reports for 1884-1886/87 issued in 2 pts., pt. 2 being the Report of the National Museum.",Discoveries in science,696.0,0.0,0.0,0.0,Unknown,en,0.0
Oregon Historical Quarterly,Oregon Historical Society,Unknown,1922,Unknown,"Northwest, Pacific",452.0,0.0,0.0,0.0,Unknown,en,0.0
Continuum and the Publishers Association Directory of Publishing,,Unknown,1999,Unknown,Book industries and trade,556.0,0.0,0.0,0.0,Unknown,en,0.0
Bulletin of Bibliography,,Unknown,1902,Unknown,Bibliography,188.0,0.0,0.0,0.0,Unknown,en,0.0
British and Colonial Printer and Stationer,,Unknown,1917,Unknown,Printing,1264.0,0.0,0.0,0.0,Unknown,en,0.0
